Q_Exactive,Impact_MS,maXis,Our_samples
69155,356053,,295601
69156,356057,,295621
69158,356073,,295720
69174,356075,,295722
69176,356077,,295732
69179,356115,,295733
69180,356121,,295763
69181,356139,,295975
69183,356154,,295995
69186,356166,,296051
69191,356171,,296052
69195,356174,,296065
69197,356178,,296088
69200,356184,,296178
69204,356379,,296185
69216,356417,,296189
69220,356430,,296219
69260,356543,,296224
69262,356546,,296240
69264,356559,,296270
69272,356564,,296336
69275,356565,,296352
69279,356568,,296357
69280,356575,,296380
69282,356602,,296382
69284,356604,,296389
69286,356606,,296390
69287,356608,,296402
69291,356609,,296407
69293,356619,,296411
69306,356680,,296428
69312,356756,,296452
69313,356804,,296510
69314,357078,,296523
69315,357175,,296527
69317,357226,,296532
69322,357262,,296536
69333,357274,,296564
69336,357519,,296606
69337,357675,,296621
69339,357706,,296801
69350,357803,,296831
69357,357905,,296832
69358,357908,,296858
69375,357982,,296899
69382,357996,,296947
69394,358001,,296950
69423,358004,,296966
69426,358046,,296975
69433,358048,,297031
69436,358067,,297045
69442,358078,,297101
69445,358096,,297133
69446,358216,,297135
69448,358279,,297141
69449,358359,,297153
69450,358422,,297209
69452,358434,,297334
69456,358458,,297336
69462,358466,,297338
69464,358477,,297355
69469,358529,,297361
69470,358542,,297362
69477,358581,,297395
69480,358593,,297399
69482,358617,,297403
69484,358907,,297406
69485,358908,,297423
69486,358925,,297424
69493,358930,,297438
69494,358982,,297447
69496,358992,,297450
69497,359155,,297488
69500,359239,,297525
69502,359243,,297538
69513,359250,,297620
69516,359439,,297627
69517,359466,,297695
69518,359486,,298096
69519,359523,,298104
69523,359525,,298132
69524,359589,,298164
69528,359720,,298235
69534,359724,,298251
69584,359733,,298266
69587,359778,,298287
69596,359789,,298297
69597,359792,,298384
69598,359797,,298386
69608,359818,,298435
69625,359842,,298445
69627,359843,,298451
69629,359880,,298452
69630,359924,,298491
69639,360022,,298493
69643,360028,,298519
69647,360116,,298520
69648,360155,,298522
69710,360160,,298524
69735,360194,,298528
69740,360260,,298539
69741,360282,,298543
69742,360332,,298561
69743,360397,,298579
69750,360483,,298581
69772,360498,,298584
69783,360504,,298658
69803,360819,,298812
69818,360820,,298819
69820,360858,,298831
69849,360960,,298844
69854,360963,,298845
69859,360978,,298857
69866,360983,,298861
69905,361011,,298898
69918,361013,,298927
69953,361026,,298929
69956,361027,,298983
69960,361037,,298993
69964,361039,,299020
69970,361063,,299034
70013,361120,,299046
70021,361133,,299050
70022,361148,,299094
70023,361153,,299102
70024,361302,,299103
70025,361542,,299135
70026,361949,,299155
70074,361964,,299174
70082,361985,,299181
70184,361988,,299212
70192,361998,,299336
70193,362024,,299351
70226,362038,,299382
70230,362048,,299393
70241,362049,,299450
70254,362053,,299456
70271,362140,,299493
70272,362273,,299502
70275,362355,,299513
70295,362357,,299542
70297,362447,,299571
70299,362451,,299581
70301,362582,,299808
70303,362960,,299855
70308,362966,,299879
70311,362977,,299894
70315,363001,,299907
70320,363007,,299909
70338,363028,,299912
70339,363051,,299913
70341,363063,,299945
70342,363258,,299948
70343,363290,,299952
70355,363316,,299956
70356,363324,,299968
70360,363346,,299991
70376,363480,,299995
70623,363485,,300011
70652,363523,,300013
70657,363657,,300047
70660,364671,,300143
70662,364707,,300214
70664,364721,,300237
70665,364728,,300275
70677,364729,,300317
70682,364731,,300320
70683,364733,,300328
70685,364750,,300363
70687,364754,,300467
70713,364756,,300472
70719,364789,,300481
70721,364796,,300488
70737,364797,,300493
70738,364830,,300500
70740,364869,,300538
70747,365102,,300546
70775,365159,,300552
70777,365162,,300641
70799,365270,,300683
70804,365326,,300684
70807,365331,,300685
70809,365479,,300686
70817,365526,,300687
70819,365586,,300868
70831,365592,,300900
70835,365597,,301018
70839,365598,,301023
70850,365629,,301208
70864,365700,,301226
70866,365718,,301248
70873,365719,,301250
70874,365721,,301251
70875,365798,,301277
70879,365825,,301280
70880,365910,,301284
70900,365919,,301287
70912,365952,,301298
70914,365953,,301309
70923,366022,,301324
70929,366031,,301325
70931,366059,,301389
70934,366079,,301439
70959,366118,,301483
71018,366284,,301490
71047,366487,,301491
71057,366555,,301611
71058,366557,,301629
71062,366622,,301638
71070,366885,,301698
71079,366912,,301761
71087,366915,,301768
71090,366922,,301807
71091,366928,,301808
71095,367000,,301828
71098,367140,,301841
71100,367157,,301876
71101,367200,,301895
71102,367201,,301921
71104,367214,,302050
71105,367226,,302080
71109,367241,,302097
71110,367243,,302100
71113,367246,,302102
71114,367248,,302105
71115,367260,,302163
71117,367282,,302343
71123,367295,,302355
71125,367382,,302577
71151,367384,,302677
71153,367386,,302698
71157,367387,,302765
71162,367427,,302776
71170,367429,,302783
71171,367439,,302974
71186,367441,,303004
71194,367471,,303009
71196,367472,,303012
71202,367481,,303024
71212,367613,,303039
71217,367999,,303043
71250,368070,,303069
71251,368302,,303094
71252,368401,,303243
71257,368402,,303244
71258,368405,,303282
71262,368413,,303335
71273,368418,,303462
71274,368447,,303465
71276,368450,,303530
71277,368470,,303534
71278,368481,,303598
71279,368591,,303603
71280,368602,,303609
71281,368605,,303651
71282,368653,,303653
71288,368655,,303655
71297,368657,,303657
71310,368658,,303664
71337,368660,,303738
71345,368662,,303743
71361,368664,,303755
71364,368761,,303780
71376,368773,,303826
71378,368783,,303831
71398,368893,,303851
71404,368919,,303858
71430,368920,,303859
71431,369146,,303891
71434,369153,,303924
71448,369200,,304275
71449,369293,,304287
71450,369313,,304288
71454,369389,,304289
71465,369441,,304290
71466,369443,,304326
71467,369655,,304373
71470,369670,,304401
71471,369788,,304404
71472,369799,,304410
71473,369807,,304411
71479,369825,,304495
71480,369842,,304552
71482,369978,,304585
71483,369979,,304605
71484,370061,,304627
71496,370064,,304688
71502,370067,,305024
71567,370068,,305041
71571,370101,,305086
71572,370102,,305087
71578,370242,,305088
71579,370337,,305090
71583,370414,,305108
71584,370463,,305115
71588,370464,,305177
71589,370512,,305195
71597,370515,,305196
71611,370568,,305206
71620,370586,,305221
71657,370653,,305275
71679,370797,,305284
71681,370798,,305310
71682,370800,,305332
71693,370801,,305342
71710,370844,,305357
71733,370847,,305361
71750,370860,,305441
71755,370901,,305460
71756,370904,,305669
71758,370994,,305748
71760,371009,,305749
71761,371012,,305751
71787,371014,,305770
71790,371030,,305832
71791,371050,,305863
71797,371061,,305876
71798,371062,,305881
71802,371073,,305883
71806,371121,,305891
71810,371157,,305893
71814,371161,,305896
71820,371194,,305897
71835,371209,,305902
71847,371254,,305980
71874,371274,,306002
71876,371303,,306027
71893,371308,,306030
71924,371345,,306179
71927,371371,,306213
71928,371438,,306332
71933,371464,,306389
71990,371466,,306492
71991,371520,,306621
72044,371536,,306624
72157,371557,,306633
72197,371583,,306635
72201,371587,,306695
72219,371596,,306707
72221,371648,,306716
72222,371692,,306724
72233,371694,,306736
72234,371737,,306748
72235,371743,,306778
72238,371948,,306779
72239,371966,,306823
72246,371991,,306867
72250,372174,,306870
72260,372175,,306876
72263,372201,,306889
72344,372313,,306892
72478,372314,,306988
72520,372320,,307140
72523,372344,,307142
72525,372353,,307157
72526,372355,,307168
72530,372446,,307172
72532,372497,,307187
72533,372596,,307198
72540,372606,,307213
72546,372842,,307236
72557,372912,,307237
72558,372933,,307279
72562,372944,,307280
72566,372965,,307283
72568,373057,,307468
72569,373187,,307469
72575,373203,,307477
72579,373247,,307492
72582,373263,,307493
72588,373337,,307494
72595,373345,,307503
72613,373351,,307508
72615,373663,,307549
72622,373706,,307589
72625,373743,,307667
72642,373746,,307668
72644,373757,,307703
72645,373801,,307793
72646,373827,,307814
72648,373972,,307840
72649,373973,,307843
72658,373978,,307845
72660,374018,,307846
72670,374019,,307847
72673,374037,,307850
72674,374057,,307877
72676,374065,,307890
72678,374230,,307900
72681,374233,,307904
72685,374246,,307905
72687,374257,,308022
72688,374312,,308024
72705,374314,,308257
72707,374315,,308278
72710,374454,,308308
72714,374491,,308325
72717,374544,,308337
72728,374549,,308344
72735,374558,,308381
72740,374563,,308403
72745,374570,,308481
72750,374582,,308549
72751,375039,,308554
72756,375070,,308558
72761,375073,,308562
72792,375080,,308573
72793,375091,,308609
72794,375233,,308648
72796,375235,,308689
72797,375239,,308709
72798,375287,,308772
72814,375304,,308780
72815,375307,,308806
72817,375325,,308819
72819,375328,,308821
72836,375333,,308823
72842,375337,,308875
72849,375360,,308876
72851,375378,,308877
72854,375415,,308878
72856,375810,,309097
72859,375824,,309244
72862,375876,,309266
72960,375949,,309294
72965,375951,,309364
72968,375965,,309375
72976,375966,,309376
72979,375980,,309378
72983,375981,,309390
72984,375985,,309460
72985,376053,,309561
72994,376054,,309562
72997,376098,,309669
73009,376137,,309831
73014,376139,,309911
73017,376159,,309991
73018,376164,,310006
73022,376232,,310011
73053,376241,,310015
73076,376276,,310032
73078,376430,,310041
73080,376498,,310055
73091,376555,,310056
73098,376615,,310141
73118,376641,,310149
73119,376644,,310187
73127,376650,,310189
73129,376662,,310239
73133,376701,,310240
73135,376739,,310336
73138,376740,,310529
73142,376746,,310555
73148,376785,,310568
73155,376800,,310573
73161,376842,,310577
73164,376854,,310579
73165,376883,,310584
73166,376908,,310691
73168,376911,,310728
73169,376967,,310742
73170,376973,,310821
73175,376996,,310849
73201,377164,,310892
73220,377171,,310947
73231,377256,,310976
73236,377262,,311056
73244,377413,,311104
73247,377431,,311119
73248,377433,,311178
73250,377436,,311226
73253,377452,,311240
73255,377461,,311242
73256,377530,,311244
73257,377773,,311315
73260,377800,,311321
73283,377805,,311335
73284,377831,,311383
73297,377852,,311450
73298,377880,,311451
73308,377910,,311456
73318,378018,,311514
73322,378029,,311555
73325,378049,,311561
73326,378052,,311581
73329,378088,,311593
73336,378100,,311629
73350,378133,,311722
73364,378136,,311740
73371,378137,,311757
73372,378155,,311860
73376,378158,,311881
73377,378160,,311882
73379,378162,,311883
73380,378164,,311933
73383,378166,,312033
73385,378177,,312222
73386,378209,,312282
73396,378261,,312318
73398,378264,,312322
73399,378306,,312325
73411,378329,,312366
73418,378330,,312367
73430,378376,,312377
73433,379555,,312438
73435,379565,,312442
73440,379762,,312499
73442,379787,,312588
73444,379895,,312602
73445,379896,,312881
73447,379901,,312954
73448,379904,,313237
73449,379905,,313270
73451,379929,,313276
73466,379931,,313279
73475,379932,,313345
73477,379978,,313354
73483,379989,,313357
73519,379991,,313375
73565,379992,,313376
73568,379995,,313377
73570,380014,,313415
73574,380031,,313427
73576,380050,,313430
73580,380065,,313445
73584,380072,,313487
73585,380076,,313527
73591,380082,,313549
73593,380095,,313556
73605,380123,,313588
73612,380168,,313783
73613,380196,,313796
73614,380257,,313813
73617,380261,,313816
73619,380270,,313840
73623,380271,,314047
73626,380272,,314072
73632,380291,,314078
73633,380488,,314082
73635,380491,,314087
73636,380541,,314091
73638,380544,,314139
73639,380545,,314310
73640,380612,,314313
73641,380618,,314376
73643,380674,,314525
73644,380702,,314542
73648,380959,,314818
73651,381017,,314842
73652,381029,,314878
73661,381038,,314939
73662,381042,,315103
73675,381043,,315117
73681,381044,,315120
73683,381045,,315147
73684,381051,,315161
73685,381053,,315164
73686,381055,,315179
73689,381057,,315180
73695,381063,,315183
73696,381083,,315205
73706,381121,,315246
73721,381133,,315269
73740,381230,,315343
73742,381231,,315386
73754,381257,,315405
73757,381287,,315472
73765,381352,,315502
73788,381384,,315523
73789,381387,,315604
73796,381434,,315688
73802,381558,,315701
73812,381568,,315746
73829,381577,,315750
73864,381622,,315776
73866,381635,,315790
73877,381693,,315795
73878,381918,,315803
73880,382121,,315806
73881,382123,,315822
73883,382126,,315845
73887,382185,,315857
73889,382322,,315858
73893,382340,,315859
73895,382347,,315882
73896,382348,,315903
73902,382353,,315909
73903,382354,,315963
73910,382516,,316133
73916,382525,,316165
73921,382532,,316272
74052,382533,,316363
74059,382551,,316458
74060,382587,,316493
74088,382594,,316522
74110,382596,,316717
74115,382628,,317289
74116,382631,,317317
74130,382681,,317328
74135,382710,,317339
74145,382758,,317353
74149,382782,,317358
74150,382789,,317359
74171,382869,,317360
74177,382870,,317373
74182,382873,,317402
74220,382897,,317536
74446,382898,,317854
74509,382899,,317868
74600,382909,,317876
74602,382911,,317915
74647,382933,,317917
74698,382940,,317933
74743,383017,,317975
74752,383028,,318042
74759,383044,,318043
75332,383053,,318083
75333,383134,,318111
75334,383150,,318244
75337,383189,,318306
75345,383195,,318307
75347,383197,,318406
75350,383208,,318489
75351,383226,,318576
75355,383246,,318583
75356,383260,,318642
75358,383285,,318670
75361,383340,,318685
75371,383380,,318698
75375,383386,,318718
75379,383402,,318722
75383,383424,,318725
75388,383427,,318737
75401,383464,,318773
75403,383466,,318788
75404,383467,,318801
75422,383492,,318825
75423,383593,,318826
75448,383594,,318868
75449,383597,,318924
75460,383598,,318965
75461,383604,,319025
75462,383629,,319035
75463,383725,,319039
75491,383735,,319062
75493,383767,,319076
75496,383802,,319124
75511,383804,,319173
75512,383815,,319177
